ORIGEN,280724,CH0001,CH0004,CH0006,CH0008,CH0009,CH0011,CH0012,CH0013,CH0017,CH0018,CH0019,CH0020,CH0023,CH0024,CH0025,CH0026,CH0027,CH0028,CH0029,CH0030,CH0031,CH0032,CH0034,CH0037,CH0038,CH0039,CH0041,CH0042,CH0043,CH0044,CH0045,CH0046,CH0047,CH0049,CH0050,CH0051,CH0052,CH0053,CH0054,CH0057,CH0059,CH0060,CH0061,CH0062,CH0063,CH0064,CH0065,CH0067,CH0068,CH0069,CH0070,CH0071,CH0072,CH0075,CH0076,CH0077,CH0079,CH0080,CH0081,CH0083,CH0084,CH0086,CH0087,CH0088,CH0089,CH0091,CH0092,CH0093,CH0094,CH0095,CH0096,CH0097,CH0098,CH0099,CH0100,CH0101,CH0102,CH0103,CH0104,CH0105,CH0106,CH0107,CH0109,CH0110,CH2669,,,,,CH0108
1450401,56.313,57.844,84.599,45.439,44.905,49.899,50.944,43.171,42.273,44.575,44.685,45.282,40.342,51.141,46.366,39.021,43.232,91.154,67.393,45.355,53.979,45.741,74.196,46.091,47.821,66.742,42.421,40.257,41.945,86.691,46.224,120.143,38.512,84.864,40.734,42.241,45.99,78.295,50.861,53.71,43.127,45.015,63.345,41.704,41.67,58.815,43.891,47.561,44.704,44.23,42.014,43.486,43.449,42.036,70.408,44.147,49.568,41.616,67.265,56.352,40.582,69.155,76.832,66.854,76.351,36.818,60.412,49.88,37.253,56.007,77.143,45.363,26.476,81.276,95.433,66.054,54.93,58.729,88.759,45.898,70.806,79.601,74.033,43.453,43.674,69.991,42.159,41.855,40.789,45.553,84.07
1450501,61.786,63.317,90.072,50.913,50.336,55.373,56.418,48.645,47.747,50.049,50.158,50.713,45.816,56.614,51.84,44.495,48.706,96.628,71.619,50.829,59.453,51.215,79.669,51.565,53.295,72.216,47.895,45.731,47.418,92.164,38.414,125.617,43.985,90.337,46.207,47.714,51.463,83.769,56.335,59.184,48.6,50.488,68.819,47.178,47.144,64.289,49.364,53.034,50.177,49.703,47.488,48.96,48.922,47.51,68.264,49.621,55.042,47.089,72.739,61.825,46.055,74.629,82.305,72.328,81.825,42.292,65.885,55.354,42.727,61.481,82.617,50.837,31.95,86.75,100.907,71.527,60.403,64.202,94.232,51.372,76.28,85.075,79.506,48.927,49.147,75.465,47.632,47.328,46.263,51.027,89.544
1450601,66.738,68.27,95.025,55.865,55.288,60.325,61.37,53.597,52.699,55.001,55.111,55.665,50.768,61.567,56.792,49.447,53.658,101.58,75.299,55.781,64.405,56.167,84.622,56.517,58.247,77.168,52.847,50.683,52.37,97.116,35.188,130.569,48.938,95.29,51.16,52.667,56.415,88.721,61.287,64.136,53.553,55.441,73.771,52.13,52.096,69.241,54.317,57.987,55.129,54.656,52.44,53.912,53.875,52.462,73.217,54.573,59.994,52.042,77.691,66.778,51.007,79.581,87.258,77.28,86.777,47.244,70.838,60.306,47.679,66.433,87.569,55.789,36.902,91.702,105.859,76.479,65.356,69.155,99.185,40.959,81.232,90.027,84.459,35.662,54.1,80.417,52.585,52.28,51.215,40.614,94.496
1450801,58.971,60.502,87.257,48.097,47.521,52.558,53.602,45.83,44.932,47.234,47.343,47.898,43.001,53.799,49.025,41.68,45.891,93.813,65.052,48.013,56.638,48.4,76.854,48.749,50.48,69.401,45.08,42.916,44.603,89.349,48.882,122.801,41.17,87.522,43.392,44.899,48.648,80.953,53.52,56.369,45.785,47.673,66.004,44.363,44.329,61.474,46.549,50.219,47.362,46.888,44.673,46.145,46.107,44.694,65.449,46.806,52.227,44.274,69.923,59.01,43.24,71.814,79.49,69.513,79.01,39.477,63.07,52.538,39.912,58.666,79.801,48.022,29.135,83.935,98.091,68.712,57.588,61.387,91.417,48.556,73.465,57.522,76.691,46.112,46.332,72.649,44.817,44.513,43.447,48.212,86.729
1450802,57.453,58.984,85.739,46.579,46.003,51.04,52.085,44.312,43.414,45.716,45.825,46.38,41.483,52.281,47.507,40.162,44.373,92.295,65.767,46.495,55.12,46.882,75.336,47.231,48.962,67.883,43.562,41.398,43.085,87.831,47.364,121.284,39.652,86.004,41.874,43.381,47.13,79.436,52.002,54.851,44.267,46.155,64.486,42.845,42.811,59.956,45.031,48.701,45.844,45.37,43.155,44.627,44.589,43.177,63.931,45.288,50.709,42.756,68.406,57.492,41.722,70.296,77.972,67.995,77.492,37.959,61.552,51.021,38.394,57.148,78.284,46.504,27.617,82.417,96.573,67.194,56.07,59.869,89.899,47.039,71.947,80.742,75.173,44.594,44.814,71.131,43.299,42.995,41.929,46.694,85.211
1460101,51.322,69.396,33.904,49.361,51.41,59.593,57.23,49.273,48.751,47.653,47.344,51.787,53.01,46.796,43.966,59.594,50.432,102.851,110.411,47.105,49.62,49.642,66.035,45.696,44.173,55.159,56.749,52.925,42.948,98.387,38.93,111.681,59.084,35.246,53.984,50.421,45.595,58.308,57.147,38.164,59.768,46.765,59.578,49.964,49.869,57.877,51.253,43.339,51.251,48.38,50.975,49.041,48.696,62.608,51.82,52.553,53.159,62.188,59.874,64.041,50.44,64.388,62.864,78.551,78.587,53.815,58.207,59.574,53.65,51.524,57.156,43.109,62.257,61.289,43.464,21.827,41.336,70.281,100.455,49.415,66.855,91.298,64.398,34.949,51.182,61.256,62.731,50.815,53.591,49.026,76.679
1470101,41.56,54.131,5.801,45.418,48.641,56.277,48.291,45.331,44.809,44.025,43.848,48.83,49.061,36.604,41.145,56.103,47.993,94.403,101.741,43.357,40.684,44.729,42.912,41.948,41.351,39.894,52.791,48.976,52.777,89.939,68.754,92.005,55.594,7.143,50.035,47.243,41.847,35.185,48.208,39.849,50.828,43.017,36.455,47.387,47.211,42.718,47.31,40.517,48.961,44.632,47.017,46.602,44.753,59.118,32.691,51.348,44.22,53.326,42.292,48.776,46.492,41.265,33.517,70.102,60.814,49.857,49.517,50.634,49.692,42.585,17.898,47.759,60.793,25.31,19.814,31.238,41.068,54.64,92.007,59.244,43.732,82.85,41.275,66.424,47.24,38.133,53.616,46.857,54.426,58.855,57.003
1490101,25.917,40.206,18.348,36.768,36.147,41.768,35.797,36.68,36.158,35.374,35.197,36.336,40.411,24.848,32.494,51.909,36.892,76.989,84.328,34.706,28.19,32.235,21.709,33.297,32.7,25.385,40.689,40.326,45.731,72.525,61.708,61.098,51.399,18.613,42.349,38.593,33.196,17.771,35.714,31.329,38.334,34.366,19.041,38.736,38.56,26.922,37.235,31.866,36.467,31.166,38.366,40.994,36.103,54.923,15.149,38.854,31.726,40.832,24.879,34.267,37.841,22.147,18.372,52.689,43.401,41.206,29.721,42.217,41.041,26.74,12.404,39.486,52.142,3.468,29.48,43.794,32.548,37.226,74.593,52.198,26.319,65.436,21.018,59.378,38.589,20.72,41.122,38.206,45.906,51.809,27.203
1490301,27.249,41.538,18.345,38.099,37.479,43.1,37.128,38.012,37.49,36.706,36.529,37.668,41.742,26.18,33.826,53.24,38.224,78.321,85.659,36.038,29.522,33.566,23.802,34.629,34.032,26.717,42.02,41.657,47.063,73.857,63.04,63.191,52.731,18.61,42.716,39.924,34.528,19.103,37.046,32.66,39.666,35.698,20.373,40.068,39.892,28.254,38.566,33.198,37.799,32.498,39.698,42.325,37.434,56.255,16.481,40.186,33.057,42.163,26.211,35.599,39.173,25.184,20.466,54.021,44.732,42.538,31.052,43.549,42.373,28.072,12.401,40.818,53.474,4.798,29.477,45.126,33.88,38.558,75.925,53.529,27.65,66.768,25.193,60.71,39.921,22.052,42.454,39.538,47.238,53.141,29.296
1500101,28.444,42.733,15.116,39.295,38.675,44.296,38.324,39.207,38.685,37.901,37.724,38.863,42.938,27.376,35.021,54.436,39.419,79.516,86.855,37.233,30.717,34.762,24.998,35.824,35.228,27.912,43.216,42.853,48.258,75.053,64.235,64.387,53.926,15.381,43.912,41.12,35.723,20.299,38.241,33.856,40.862,36.893,21.569,41.263,41.088,29.45,39.762,34.394,38.994,38.508,40.893,40.478,38.63,57.451,17.676,41.382,34.253,43.359,27.406,36.795,40.368,26.379,21.661,55.216,45.928,43.733,32.248,44.744,43.568,29.267,9.172,42.013,54.67,5.994,26.248,46.322,35.075,39.753,77.121,54.725,28.846,67.963,26.388,61.905,41.116,23.247,43.649,40.734,48.433,54.337,30.492
1510102,69.228,70.759,93.431,58.354,57.778,62.814,63.859,56.086,55.188,57.49,57.6,58.154,53.257,64.056,59.281,51.936,56.147,65.049,57.649,58.27,66.894,58.656,87.111,59.006,60.736,79.657,55.336,53.172,59.353,55.545,72.061,133.058,51.427,93.696,53.649,55.156,58.904,86.481,63.776,66.625,56.042,57.93,76.26,54.619,54.585,71.73,56.806,60.476,57.619,57.145,54.929,56.401,56.364,54.951,75.706,57.062,62.483,54.531,80.18,69.267,53.497,82.07,89.747,79.769,89.266,49.733,73.327,62.795,50.168,68.922,85.975,62.771,39.585,88.609,104.265,83.462,67.845,71.644,56.864,62.55,83.721,50.119,86.948,63.564,56.589,82.906,55.074,54.769,53.704,62.162,96.985
1510201,82.446,83.977,106.649,71.572,70.996,76.033,77.077,69.304,68.406,70.709,70.818,71.373,66.476,77.274,72.5,65.155,69.365,117.288,65.82,71.488,80.113,71.875,100.329,72.224,73.955,92.876,68.555,66.391,72.571,63.716,85.279,146.276,64.645,106.914,66.867,68.374,72.123,99.699,76.995,79.844,69.26,71.148,89.478,67.838,67.804,84.948,70.024,73.694,70.837,70.363,68.147,69.62,69.582,68.169,88.924,70.281,75.701,67.749,93.398,82.485,66.715,95.289,102.965,92.987,102.484,62.952,86.545,76.013,63.387,82.14,99.194,75.99,52.804,101.828,117.484,96.68,81.063,84.862,65.035,75.769,96.939,58.29,100.166,76.783,69.807,96.124,68.292,67.988,66.922,75.38,110.204
1520201,37.192,24.37,68.678,38.499,31.985,24.429,31.634,40.506,39.608,35.256,35.365,32.173,33.465,39.085,44.019,37.795,32.73,22.56,29.899,34.999,35.272,33.559,39.093,43.922,44.225,38.061,32.788,34.371,54.293,18.096,72.791,84.114,37.286,68.943,34.449,35.593,43.82,44.637,31.551,47.04,30.434,35.435,45.908,39.039,39.005,35.17,33.072,43.391,32.305,34.974,37.721,34.851,35.126,40.81,45.601,33.249,30.448,32.295,36.969,27.644,37.829,35.667,42.24,5.747,40.322,40.354,32.493,24.878,36.43,36.887,61.223,55.311,47.523,55.287,79.513,64.641,48.26,22.75,20.165,63.281,35.703,11.007,39.057,70.461,47.37,44.285,32.838,37.534,46.545,62.893,48.974
1520401,33.918,21.096,65.404,35.225,28.711,21.155,28.36,37.232,36.334,31.982,32.091,28.899,30.191,35.811,40.745,34.521,29.455,24.707,32.045,31.725,31.997,30.284,35.819,33.584,33.765,34.787,29.514,31.097,51.019,20.243,69.517,80.84,34.012,65.669,31.174,32.319,33.514,41.363,28.277,43.766,27.16,32.161,42.633,35.765,35.731,31.896,29.798,40.117,29.03,31.7,32.524,31.577,31.852,37.536,42.326,29.975,27.174,29.021,33.695,24.37,34.555,32.393,38.966,2.452,37.048,37.08,29.219,21.604,33.156,33.613,57.949,52.037,44.248,52.012,76.238,61.367,44.985,19.476,22.311,60.007,32.429,13.154,35.783,67.187,44.096,41.011,29.564,34.26,43.271,59.618,45.7
1520601,34.766,21.943,66.252,36.073,29.558,22.003,29.208,38.08,37.182,32.829,32.939,29.747,31.039,36.658,41.593,35.369,30.303,26.518,33.857,32.572,32.845,31.132,36.666,34.431,41.799,35.635,30.362,31.945,51.867,22.054,70.365,81.688,34.859,66.517,32.022,33.167,34.362,42.211,29.125,44.614,28.007,33.009,43.481,36.613,36.579,32.744,30.646,40.965,29.878,32.548,35.295,32.424,32.7,38.384,43.174,30.823,28.022,29.869,34.543,25.218,35.403,33.241,39.814,3.299,37.896,37.927,30.066,22.452,34.004,34.461,58.796,52.885,45.096,52.86,77.086,62.215,45.833,20.324,24.122,60.855,33.277,14.965,36.631,68.035,44.943,41.859,30.412,35.107,44.118,60.466,46.548
1521101,31.556,18.733,63.041,32.862,26.348,18.793,25.997,34.869,33.971,29.619,29.728,26.536,27.828,33.448,38.382,32.158,27.093,29.306,36.645,29.362,29.635,27.922,33.456,31.221,31.403,32.424,27.151,28.734,48.656,24.843,67.154,78.477,31.649,63.307,28.812,29.956,31.152,39.0,25.914,41.403,24.797,29.798,40.271,33.402,33.369,29.534,27.435,37.755,26.668,29.337,32.084,29.214,29.49,35.173,39.964,27.612,24.811,26.658,31.332,22.007,32.192,30.03,36.603,3.053,34.685,34.717,26.856,19.241,30.794,31.25,55.586,49.674,41.886,49.65,73.876,59.004,42.623,17.113,26.911,57.644,30.066,17.753,33.421,64.824,41.733,38.648,27.201,31.897,40.908,57.256,43.338
1521201,33.663,20.84,65.148,34.969,28.455,20.9,28.104,36.976,36.078,31.726,31.835,28.644,29.935,35.555,40.489,34.265,29.2,25.783,33.121,31.469,31.742,30.029,35.563,33.328,33.51,34.531,29.258,30.841,50.763,21.319,69.261,80.584,33.756,65.414,30.919,32.063,33.259,41.108,28.022,43.51,26.904,31.905,42.378,35.51,35.476,31.641,29.542,39.862,28.775,31.444,34.191,31.321,31.597,37.28,42.071,29.719,26.918,28.765,33.439,24.114,34.299,32.137,38.71,2.138,36.792,36.824,28.963,21.349,32.901,33.357,57.693,51.781,43.993,51.757,75.983,61.111,44.73,19.221,23.387,59.751,32.174,14.23,35.528,66.931,43.84,40.755,29.308,34.004,43.015,59.363,45.445
1521401,32.584,19.762,64.07,33.891,27.377,19.821,27.026,35.898,35.0,30.648,30.757,27.565,28.857,34.477,39.411,33.187,28.122,25.325,32.663,30.391,30.664,28.951,34.485,32.25,32.431,33.453,28.18,29.763,49.685,20.861,68.183,79.506,32.678,64.335,29.841,30.985,32.18,40.029,26.943,42.432,25.826,30.827,41.3,34.431,34.397,30.562,28.464,38.783,27.697,30.366,33.113,30.243,30.518,36.202,40.993,28.641,25.84,27.687,32.361,23.036,33.221,31.059,37.632,1.059,35.714,35.746,27.885,20.27,31.822,32.279,56.615,50.703,42.915,50.679,74.905,60.033,43.652,18.142,22.929,58.673,31.095,13.772,34.449,65.853,42.762,39.677,28.23,32.926,41.937,58.285,44.366
1521501,31.871,19.048,63.357,33.178,26.663,19.108,26.313,35.184,34.286,29.934,30.044,26.852,28.143,33.763,38.697,32.474,27.408,25.493,32.831,29.677,29.95,28.237,33.771,31.536,31.718,32.739,27.466,29.049,48.971,21.029,67.469,78.792,31.964,63.622,29.127,30.271,38.499,39.316,26.23,41.718,25.112,30.113,40.586,33.718,33.684,29.849,27.75,38.07,26.983,29.652,32.399,29.529,29.805,35.488,40.279,27.928,25.126,26.973,31.648,22.322,32.508,30.345,36.919,0.095,35.0,35.032,27.171,19.557,31.109,31.565,55.901,49.99,42.201,49.965,74.191,59.319,42.938,17.429,23.097,57.959,30.382,13.94,33.736,65.14,42.048,38.964,27.516,32.212,41.223,57.571,43.653
1521601,31.774,18.951,63.26,33.081,26.566,19.011,26.216,35.088,34.19,29.838,29.947,26.755,28.047,33.666,38.601,32.377,27.311,26.348,33.686,29.58,29.853,28.14,33.674,31.44,31.621,32.643,27.37,28.953,48.875,21.884,67.373,78.696,31.867,63.525,29.03,30.175,31.37,39.219,26.133,41.622,25.015,30.017,40.489,33.621,33.587,29.752,27.654,37.973,26.886,29.556,32.303,29.432,29.708,35.392,40.182,27.831,25.03,26.877,31.551,22.226,32.411,30.249,36.822,1.181,34.904,34.935,27.074,19.46,31.012,31.469,55.804,49.893,42.104,49.868,74.094,59.223,42.841,17.332,23.952,57.863,30.285,14.795,33.639,65.043,41.951,38.867,27.42,32.115,41.126,57.474,43.556
1530201,73.939,75.47,98.142,63.065,62.489,67.525,68.57,60.797,59.899,62.202,62.311,62.865,57.968,68.767,63.992,56.647,60.858,69.76,62.36,62.981,71.605,63.367,91.822,63.717,65.447,84.368,60.047,57.884,64.064,60.256,63.856,137.769,56.138,98.407,58.36,59.867,63.616,91.192,68.487,71.336,60.753,62.641,80.971,59.331,59.297,76.441,61.517,65.187,62.33,61.856,59.64,61.112,61.075,59.662,80.417,61.773,67.194,59.242,84.891,73.978,58.208,86.781,94.458,84.48,93.977,54.445,78.038,67.506,54.88,73.633,90.687,67.483,44.296,93.32,108.976,88.173,72.556,76.355,61.575,67.262,88.432,54.83,91.659,68.275,61.3,87.617,59.785,59.481,58.415,66.873,101.696
1530401,75.7,77.231,99.903,64.826,64.25,69.287,70.331,62.558,61.66,63.963,64.072,64.627,59.73,70.528,65.754,58.409,62.62,71.521,64.121,64.742,73.367,65.129,93.583,65.478,67.209,86.13,61.809,59.645,65.825,62.018,64.648,139.53,57.899,100.169,60.121,61.628,65.377,92.953,70.249,73.098,62.514,64.402,82.732,61.092,61.058,78.202,63.278,66.948,64.091,63.617,61.402,62.874,62.836,61.423,82.178,63.535,68.956,61.003,86.652,75.739,59.969,88.543,96.219,86.242,95.738,56.206,79.799,69.267,56.641,75.394,92.448,69.244,46.058,95.082,110.738,89.934,74.317,78.116,63.336,69.023,90.194,56.591,93.42,70.037,63.061,89.378,61.546,61.242,60.176,68.634,103.458
1530501,73.685,75.216,97.888,62.811,62.235,67.271,68.316,60.543,59.645,61.947,62.057,62.611,57.714,68.513,63.738,56.393,60.604,69.506,62.106,62.727,71.351,63.113,91.568,63.463,65.193,84.114,59.793,57.63,63.81,60.002,76.518,137.515,55.884,98.153,58.106,59.613,63.362,90.938,68.233,71.082,60.499,62.387,80.717,59.076,59.042,76.187,61.263,64.933,62.076,61.602,59.386,60.858,60.821,59.408,80.163,61.519,66.94,58.988,84.637,73.724,57.954,86.527,94.204,84.226,93.723,54.19,77.784,67.252,54.625,73.379,90.433,67.228,44.042,93.066,108.722,87.919,72.302,76.101,61.321,67.007,88.178,54.576,91.405,68.021,61.046,87.363,59.531,59.227,58.161,66.619,101.442
1530601,82.526,84.057,106.729,71.652,71.076,76.113,77.158,69.385,68.487,70.789,70.898,71.453,66.556,77.354,72.58,65.235,69.446,117.368,65.9,71.568,80.193,71.955,100.409,72.304,74.035,92.956,68.635,66.471,72.651,63.796,85.359,146.357,64.725,106.995,66.947,68.454,72.203,99.779,77.075,79.924,69.34,71.228,89.559,67.918,67.884,85.029,70.104,73.774,70.917,70.443,68.228,69.7,69.662,68.25,89.004,70.361,75.782,67.829,93.479,82.565,66.795,95.369,103.045,93.068,102.565,63.032,86.625,76.094,63.467,82.221,99.274,76.07,52.884,101.908,117.564,96.76,81.143,84.942,65.115,75.849,97.02,58.37,100.246,76.863,69.887,96.204,68.372,68.068,67.002,75.46,110.284
1540101,44.269,58.27,44.686,30.955,36.07,50.325,36.232,29.964,31.655,33.281,33.39,36.447,35.913,39.728,34.95,39.447,35.092,91.58,90.265,33.024,42.567,35.485,59.608,34.675,36.404,47.963,39.068,35.829,22.218,87.116,17.455,104.484,38.938,46.028,36.888,33.325,34.573,50.754,36.149,36.696,40.251,33.606,55.165,31.449,31.354,47.209,34.41,36.425,35.911,33.448,35.15,33.701,31.853,42.462,50.75,37.213,46.106,42.042,52.678,56.778,33.344,54.568,55.31,67.28,71.391,36.722,51.154,50.306,36.557,44.471,49.602,25.637,37.632,53.735,68.122,18.471,36.055,59.155,89.185,11.78,56.219,80.027,56.627,13.473,28.715,56.005,42.585,35.395,31.655,11.435,69.483
1540201,42.04,59.424,43.97,32.109,37.224,51.479,37.386,31.118,32.809,34.435,34.544,37.601,37.067,36.779,31.919,40.601,36.246,92.734,91.419,34.178,43.721,36.639,57.765,31.643,33.458,45.627,40.222,36.982,23.372,88.27,18.608,102.149,40.092,45.312,38.041,34.479,31.542,50.038,37.303,29.334,41.404,32.712,47.804,32.603,32.508,44.874,35.564,34.089,37.065,34.602,36.303,34.855,33.006,43.616,43.389,38.367,47.26,43.195,50.342,57.932,34.498,52.232,54.594,68.434,69.055,37.876,55.25,51.46,37.711,45.625,48.886,20.263,38.786,53.019,67.176,17.755,33.719,60.308,90.338,12.933,53.883,81.181,56.128,14.627,29.868,48.644,43.739,36.549,32.809,12.588,67.147
1550101,65.486,83.56,44.625,63.525,65.574,73.756,66.362,63.437,62.915,61.817,61.507,65.951,67.173,60.96,58.13,73.758,64.596,117.015,124.575,61.269,63.784,63.806,80.199,59.86,58.336,69.323,70.913,67.088,57.112,112.551,47.561,125.844,73.248,45.968,68.147,64.585,59.758,72.472,66.28,52.328,73.931,60.929,73.742,64.128,64.033,72.041,65.417,57.502,65.415,62.544,65.138,63.205,62.86,76.772,65.983,66.717,67.323,76.352,74.038,78.205,64.604,78.552,77.028,92.715,92.751,67.978,72.371,73.737,67.813,65.687,71.32,57.273,76.42,75.453,51.175,35.99,55.499,84.445,114.619,41.886,81.019,105.462,78.561,43.58,65.346,75.42,76.895,64.979,67.755,41.542,90.843
1560101,56.016,70.017,76.688,42.703,47.818,62.072,47.979,41.711,43.402,45.028,45.137,48.194,47.661,51.476,46.697,51.194,46.839,103.327,102.012,44.771,54.314,47.232,71.355,46.422,48.151,59.71,50.815,47.576,33.965,98.864,18.251,116.231,50.685,76.953,48.635,45.072,46.32,70.384,47.896,48.443,51.998,45.353,66.913,43.196,43.101,58.956,46.157,48.172,47.659,45.195,46.897,45.448,43.6,54.209,62.497,48.96,57.853,53.789,64.425,68.525,45.091,66.315,74.94,79.027,83.138,48.469,62.901,62.053,48.304,56.218,69.232,37.384,43.781,73.365,87.522,58.143,47.802,70.902,100.932,24.022,67.966,91.774,68.374,18.726,40.462,67.752,54.332,47.142,43.403,23.677,81.23
1560201,54.958,68.958,75.629,41.644,46.759,61.014,46.921,40.653,42.344,43.969,44.079,47.136,46.602,50.417,45.638,50.136,45.781,102.269,100.953,43.712,53.255,46.174,70.297,45.363,47.092,58.651,49.756,46.517,32.906,97.805,17.193,115.173,49.626,75.894,47.576,44.013,45.262,69.326,46.838,47.384,50.939,44.295,65.854,42.138,42.043,61.513,45.098,47.114,46.6,44.137,45.838,44.39,42.541,53.15,61.439,47.902,56.795,52.73,63.366,67.466,44.032,65.256,73.882,77.969,82.079,47.41,61.843,60.994,47.245,55.159,68.174,36.325,42.722,72.307,86.463,57.084,46.743,69.843,99.873,22.963,66.907,90.716,67.315,17.667,39.403,66.693,53.273,46.083,42.344,22.619,80.171
1570101,56.021,74.095,25.825,54.06,56.109,64.292,61.929,53.972,53.45,52.352,52.043,56.486,57.709,51.495,48.665,64.293,55.131,107.55,115.11,51.804,54.319,54.341,70.734,50.395,48.872,59.858,61.448,57.624,47.647,103.086,63.624,116.38,63.783,27.167,58.683,55.12,50.294,63.007,61.846,42.863,64.467,51.464,64.277,54.663,54.568,62.576,55.952,48.038,55.95,53.079,55.674,53.74,53.395,67.308,56.519,57.252,57.858,66.887,64.573,68.74,55.139,69.087,67.563,83.25,83.286,58.514,62.906,64.273,58.349,56.223,37.921,47.809,66.956,65.988,31.359,26.526,46.035,74.98,105.154,54.114,71.554,95.997,69.097,51.363,55.882,65.956,67.43,55.514,58.29,53.725,81.378
1580101,74.184,75.715,98.388,63.311,62.734,67.771,68.816,61.043,60.145,62.447,62.556,63.111,58.214,69.012,64.238,56.893,61.104,109.026,58.038,63.227,71.851,63.613,92.067,63.963,65.693,84.614,60.293,58.129,64.309,55.934,77.017,138.015,56.384,98.653,58.605,60.112,63.861,91.438,68.733,71.582,60.999,62.887,81.217,59.576,59.542,76.687,61.762,65.432,62.575,62.101,59.886,61.358,61.32,59.908,80.662,62.019,67.44,59.487,85.137,74.223,58.453,87.027,94.703,84.726,94.223,54.69,78.283,67.752,55.125,73.879,90.932,67.728,44.542,93.566,109.222,88.418,72.801,76.6,57.253,67.507,88.678,50.508,91.904,68.521,61.545,87.863,60.03,59.726,58.661,67.119,101.942
1580201,75.479,77.01,99.683,64.606,64.029,69.066,70.111,62.338,61.44,63.742,63.851,64.406,59.509,70.307,65.533,58.188,62.399,110.321,59.333,64.522,73.146,64.908,93.362,65.258,66.988,85.909,61.588,59.424,65.604,57.229,78.312,139.31,57.679,99.948,59.9,61.407,65.156,92.733,70.028,72.877,62.294,64.182,82.512,60.871,60.837,77.982,63.057,66.727,63.87,63.396,61.181,62.653,62.615,61.203,81.957,63.314,68.735,60.782,86.432,75.518,59.748,88.322,95.998,86.021,95.518,55.985,79.578,69.047,56.42,75.174,92.227,69.023,45.837,94.861,110.517,89.713,74.096,77.895,58.548,68.802,89.973,51.803,93.199,69.816,62.84,89.158,61.325,61.021,59.956,68.414,103.237
1580301,72.097,73.628,96.3,61.223,60.647,65.684,66.728,58.955,58.057,60.36,60.469,61.024,56.127,66.925,62.15,54.806,59.016,106.939,60.853,61.139,69.764,61.526,89.98,61.875,63.606,82.526,58.206,56.042,62.222,58.749,74.93,135.927,54.296,96.565,56.518,58.025,61.774,89.35,66.645,69.494,58.911,60.799,79.129,57.489,57.455,74.599,59.675,63.345,60.488,60.014,57.798,59.271,59.233,57.82,78.575,59.932,65.352,57.4,83.049,72.136,56.366,84.939,92.616,82.638,92.135,52.603,76.196,65.664,53.038,71.791,88.845,65.641,42.454,91.479,107.135,86.331,70.714,74.513,60.068,65.42,86.59,53.323,89.817,66.434,59.458,85.775,57.943,57.639,56.573,65.031,99.855
1590101,70.286,67.316,97.291,88.549,83.073,75.518,82.722,88.461,87.939,87.155,86.978,83.261,84.553,76.63,84.275,88.65,83.818,28.816,48.19,86.487,74.138,84.647,58.963,85.078,84.481,69.049,83.643,85.225,94.827,36.387,113.014,45.56,88.14,97.557,85.303,90.374,84.977,73.25,82.639,83.11,81.288,86.147,74.521,90.517,90.341,68.469,84.16,83.648,83.393,86.062,90.147,85.939,87.884,91.664,76.588,84.337,78.952,83.15,65.582,63.25,89.622,59.833,66.406,43.495,44.993,91.208,65.8,75.966,87.285,69.189,89.836,96.369,98.377,83.9,108.126,102.343,84.329,64.336,38.455,103.504,59.513,48.79,60.265,110.684,90.37,72.898,83.693,89.988,97.399,103.115,57.298
1590201,68.216,65.246,95.221,86.478,81.002,73.447,80.652,86.39,85.869,85.085,84.908,81.191,82.483,74.559,82.205,86.579,81.747,26.746,46.119,84.417,72.067,82.576,56.893,83.008,82.411,66.978,81.572,83.155,92.756,34.317,110.943,43.489,86.07,95.486,83.233,88.303,82.906,71.18,80.569,81.039,79.218,84.077,72.45,88.446,88.271,66.398,82.09,81.577,81.322,83.991,88.077,83.868,85.813,89.594,74.518,82.267,76.881,81.079,63.512,61.18,87.552,57.763,64.336,41.424,42.923,89.138,63.73,73.896,85.214,67.118,87.765,94.299,96.307,81.829,106.055,100.272,82.259,62.266,36.385,101.433,57.442,46.72,58.195,108.613,88.3,70.828,81.622,87.917,95.329,101.045,55.227
1600201,40.543,27.924,71.755,49.915,43.401,35.846,43.05,51.689,50.791,46.672,46.781,43.589,44.881,49.196,52.923,48.978,44.146,19.196,38.569,46.415,44.176,44.975,42.17,52.826,53.13,41.616,43.971,45.553,65.476,26.767,83.974,48.059,48.468,72.021,45.631,47.009,52.725,47.715,42.967,55.677,41.616,46.851,48.985,50.222,50.188,38.725,44.488,52.296,43.721,46.39,48.903,46.267,46.542,51.992,49.155,44.665,39.56,43.477,40.046,31.199,49.012,38.744,45.317,24.342,19.358,51.536,36.047,36.294,47.613,39.484,64.3,66.494,58.705,58.364,82.59,74.91,56.896,25.669,28.835,74.463,38.781,27.634,42.135,81.644,58.552,47.362,44.021,48.716,57.727,74.075,33.379
